item_id,model,category,difficulty,answer_index,predicted_index,correct,unparseable,raw_response
gen_locative_дүнүйө,gpt-4o-mini,morphology,medium,3,3,True,False,4
gen_locative_буудай,gpt-4o-mini,morphology,medium,2,2,True,False,3
gen_genitive_топ,gpt-4o-mini,morphology,medium,3,3,True,False,4
gen_locative_ыктыяр,gpt-4o-mini,morphology,medium,3,1,False,False,2
gen_dative_тилке,gpt-4o-mini,morphology,medium,1,1,True,False,2
gen_locative_мекеме,gpt-4o-mini,morphology,medium,1,1,True,False,2
gen_poss_3sg_керек,gpt-4o-mini,morphology,hard,2,2,True,False,3
gen_dative_күрүч,gpt-4o-mini,morphology,medium,1,3,False,False,4
gen_poss_3sg_ооз,gpt-4o-mini,morphology,hard,3,0,False,False,1
gen_poss_2sg_түгөй,gpt-4o-mini,morphology,hard,0,3,False,False,4
gen_plural_көз,gpt-4o-mini,vowel_harmony,easy,0,3,False,False,4
gen_ablative_көргөзмө,gpt-4o-mini,morphology,medium,2,2,True,False,3
gen_locative_бой,gpt-4o-mini,morphology,medium,1,1,True,False,2
gen_accusative_кызмат,gpt-4o-mini,morphology,medium,2,2,True,False,3
gen_locative_эне,gpt-4o-mini,morphology,medium,0,0,True,False,1
gen_ablative_кечирим,gpt-4o-mini,morphology,medium,3,2,False,False,3
gen_ablative_көйгөй,gpt-4o-mini,morphology,medium,2,2,True,False,3
gen_plural_кезек,gpt-4o-mini,vowel_harmony,easy,3,3,True,False,4
gen_poss_2sg_коло,gpt-4o-mini,morphology,hard,0,3,False,False,4
gen_poss_3sg_себеп,gpt-4o-mini,morphology,hard,3,2,False,False,3
gen_ablative_мекенчил,gpt-4o-mini,morphology,medium,0,3,False,False,4
gen_plural_мүлк,gpt-4o-mini,vowel_harmony,easy,3,3,True,False,4
gen_locative_өлкө,gpt-4o-mini,morphology,medium,0,3,False,False,4
gen_plural_улут,gpt-4o-mini,vowel_harmony,easy,1,1,True,False,2
gen_poss_2sg_эсеп,gpt-4o-mini,morphology,hard,3,2,False,False,3
gen_poss_1sg_пайыз,gpt-4o-mini,morphology,hard,0,0,True,False,1
gen_plural_кеңешме,gpt-4o-mini,vowel_harmony,easy,2,2,True,False,3
gen_poss_2sg_ийгилик,gpt-4o-mini,morphology,hard,1,1,True,False,2
gen_locative_айыл,gpt-4o-mini,morphology,medium,0,1,False,False,2
gen_accusative_базар,gpt-4o-mini,morphology,medium,3,3,True,False,4
gen_genitive_отурум,gpt-4o-mini,morphology,medium,1,2,False,False,3
gen_dative_өмүр,gpt-4o-mini,morphology,medium,1,3,False,False,4
gen_ablative_бүгүн,gpt-4o-mini,morphology,medium,0,3,False,False,4
gen_plural_өлчөм,gpt-4o-mini,vowel_harmony,easy,0,3,False,False,4
gen_poss_2sg_тоо,gpt-4o-mini,morphology,hard,1,1,True,False,2
gen_ablative_укук,gpt-4o-mini,morphology,medium,0,2,False,False,3
gen_poss_3sg_милдет,gpt-4o-mini,morphology,hard,1,1,True,False,2
gen_dative_кытай,gpt-4o-mini,morphology,medium,0,0,True,False,1
gen_plural_колдонмо,gpt-4o-mini,vowel_harmony,easy,0,1,False,False,2
gen_ablative_керек,gpt-4o-mini,morphology,medium,3,3,True,False,4
gen_locative_акы,gpt-4o-mini,morphology,medium,0,2,False,False,3
gen_accusative_жүрөк,gpt-4o-mini,morphology,medium,0,3,False,False,4
gen_poss_2sg_шайлоо,gpt-4o-mini,morphology,hard,2,2,True,False,3
gen_poss_2sg_май,gpt-4o-mini,morphology,hard,2,2,True,False,3
gen_poss_2sg_буудай,gpt-4o-mini,morphology,hard,1,1,True,False,2
gen_accusative_мөөнөт,gpt-4o-mini,morphology,medium,3,3,True,False,4
gen_poss_2sg_тургун,gpt-4o-mini,morphology,hard,1,1,True,False,2
gen_locative_мечит,gpt-4o-mini,morphology,medium,0,0,True,False,1
gen_poss_1sg_кечирим,gpt-4o-mini,morphology,hard,0,1,False,False,2
gen_ablative_жаш,gpt-4o-mini,morphology,medium,3,3,True,False,4
gen_genitive_кудай,gpt-4o-mini,morphology,medium,0,0,True,False,1
gen_ablative_таш,gpt-4o-mini,morphology,medium,0,0,True,False,1
gen_plural_тоскоол,gpt-4o-mini,vowel_harmony,easy,0,1,False,False,2
gen_genitive_мелдеш,gpt-4o-mini,morphology,medium,3,2,False,False,3
gen_accusative_керектөө,gpt-4o-mini,morphology,medium,3,2,False,False,3
gen_genitive_жамгыр,gpt-4o-mini,morphology,medium,2,2,True,False,3
gen_ablative_күнөөкөр,gpt-4o-mini,morphology,medium,0,3,False,False,4
gen_poss_1sg_муз,gpt-4o-mini,morphology,hard,0,1,False,False,2
gen_plural_жүк,gpt-4o-mini,vowel_harmony,easy,1,3,False,False,4
gen_genitive_салык,gpt-4o-mini,morphology,medium,0,0,True,False,1
gen_locative_туу,gpt-4o-mini,morphology,medium,2,2,True,False,3
gen_dative_ата,gpt-4o-mini,morphology,medium,1,1,True,False,2
gen_genitive_негиз,gpt-4o-mini,morphology,medium,1,3,False,False,4
gen_locative_сот,gpt-4o-mini,morphology,medium,1,1,True,False,2
gen_locative_көргөзмө,gpt-4o-mini,morphology,medium,1,1,True,False,2
gen_genitive_эгин,gpt-4o-mini,morphology,medium,3,3,True,False,4
gen_genitive_күрүч,gpt-4o-mini,morphology,medium,0,3,False,False,4
gen_plural_кеңсе,gpt-4o-mini,vowel_harmony,easy,1,1,True,False,2
gen_genitive_акча,gpt-4o-mini,morphology,medium,3,3,True,False,4
gen_genitive_эже,gpt-4o-mini,morphology,medium,3,3,True,False,4
gen_poss_2sg_мезгил,gpt-4o-mini,morphology,hard,1,1,True,False,2
gen_poss_1sg_жумуртка,gpt-4o-mini,morphology,hard,3,3,True,False,4
gen_dative_ишеним,gpt-4o-mini,morphology,medium,2,2,True,False,3
gen_poss_2sg_тилке,gpt-4o-mini,morphology,hard,2,2,True,False,3
gen_accusative_эже,gpt-4o-mini,morphology,medium,1,1,True,False,2
gen_ablative_жоктук,gpt-4o-mini,morphology,medium,2,0,False,False,1
gen_genitive_сан,gpt-4o-mini,morphology,medium,0,0,True,False,1
gen_poss_3sg_эсеп,gpt-4o-mini,morphology,hard,0,3,False,False,4
gen_accusative_жыл,gpt-4o-mini,morphology,medium,2,2,True,False,3
gen_plural_чебер,gpt-4o-mini,vowel_harmony,easy,3,3,True,False,4
gen_genitive_суу,gpt-4o-mini,morphology,medium,0,0,True,False,1
gen_poss_3sg_жай,gpt-4o-mini,morphology,hard,0,0,True,False,1
gen_poss_1sg_кыз,gpt-4o-mini,morphology,hard,3,3,True,False,4
gen_poss_2sg_моюн,gpt-4o-mini,morphology,hard,0,0,True,False,1
gen_poss_2sg_түшүм,gpt-4o-mini,morphology,hard,3,3,True,False,4
gen_accusative_колдонмо,gpt-4o-mini,morphology,medium,3,3,True,False,4
gen_plural_май,gpt-4o-mini,vowel_harmony,easy,3,3,True,False,4
gen_dative_кечирим,gpt-4o-mini,morphology,medium,0,0,True,False,1
gen_dative_кар,gpt-4o-mini,morphology,medium,2,3,False,False,4
gen_genitive_кеңешме,gpt-4o-mini,morphology,medium,3,2,False,False,3
gen_poss_2sg_кызмат,gpt-4o-mini,morphology,hard,2,0,False,False,1
gen_locative_жооп,gpt-4o-mini,morphology,medium,2,2,True,False,3
gen_dative_чебер,gpt-4o-mini,morphology,medium,1,3,False,False,4
gen_poss_1sg_оюн,gpt-4o-mini,morphology,hard,0,1,False,False,2
gen_accusative_туу,gpt-4o-mini,morphology,medium,1,1,True,False,2
gen_accusative_кол,gpt-4o-mini,morphology,medium,2,2,True,False,3
gen_locative_бет,gpt-4o-mini,morphology,medium,2,2,True,False,3
gen_ablative_себеп,gpt-4o-mini,morphology,medium,0,0,True,False,1
gen_genitive_тоскоол,gpt-4o-mini,morphology,medium,1,1,True,False,2
gen_dative_дүкөн,gpt-4o-mini,morphology,medium,0,0,True,False,1
gen_poss_3sg_тыюу,gpt-4o-mini,morphology,hard,0,0,True,False,1
gen_ablative_тумшук,gpt-4o-mini,morphology,medium,1,0,False,False,1
gen_plural_калк,gpt-4o-mini,vowel_harmony,easy,3,3,True,False,4
gen_accusative_өлүм,gpt-4o-mini,morphology,medium,3,2,False,False,3
gen_ablative_мезгил,gpt-4o-mini,morphology,medium,3,2,False,False,3
gen_locative_өкүл,gpt-4o-mini,morphology,medium,3,2,False,False,3
gen_accusative_көпүрө,gpt-4o-mini,morphology,medium,3,3,True,False,4
gen_plural_пайда,gpt-4o-mini,vowel_harmony,easy,0,0,True,False,1
gen_plural_көзөмөл,gpt-4o-mini,vowel_harmony,easy,1,3,False,False,4
gen_poss_1sg_үйүр,gpt-4o-mini,morphology,hard,2,2,True,False,3
gen_poss_1sg_пикир,gpt-4o-mini,morphology,hard,0,0,True,False,1
gen_poss_1sg_эсеп,gpt-4o-mini,morphology,hard,2,2,True,False,3
gen_genitive_бийлик,gpt-4o-mini,morphology,medium,0,0,True,False,1
gen_poss_1sg_ийгилик,gpt-4o-mini,morphology,hard,0,3,False,False,4
gen_poss_3sg_бөлүм,gpt-4o-mini,morphology,hard,1,1,True,False,2
gen_plural_теңир,gpt-4o-mini,vowel_harmony,easy,0,0,True,False,1
gen_genitive_чакырым,gpt-4o-mini,morphology,medium,3,2,False,False,3
gen_poss_3sg_шайлоочу,gpt-4o-mini,morphology,hard,2,0,False,False,1
gen_plural_отун,gpt-4o-mini,vowel_harmony,easy,1,1,True,False,2
gen_genitive_көйгөй,gpt-4o-mini,morphology,medium,2,2,True,False,3
gen_poss_1sg_акча,gpt-4o-mini,morphology,hard,0,0,True,False,1
gen_accusative_кызык,gpt-4o-mini,morphology,medium,0,1,False,False,2
gen_poss_1sg_жаш,gpt-4o-mini,morphology,hard,0,0,True,False,1
gen_poss_2sg_куту,gpt-4o-mini,morphology,hard,3,3,True,False,4
gen_plural_согуш,gpt-4o-mini,vowel_harmony,easy,0,0,True,False,1
gen_dative_абал,gpt-4o-mini,morphology,medium,2,2,True,False,3
gen_dative_тургун,gpt-4o-mini,morphology,medium,0,1,False,False,2
gen_poss_3sg_жеңүүчү,gpt-4o-mini,morphology,hard,0,0,True,False,1
gen_poss_3sg_кире,gpt-4o-mini,morphology,hard,3,3,True,False,4
gen_accusative_күйөө,gpt-4o-mini,morphology,medium,3,2,False,False,3
gen_genitive_керектөө,gpt-4o-mini,morphology,medium,1,3,False,False,4
gen_dative_куту,gpt-4o-mini,morphology,medium,2,0,False,False,1
gen_dative_кызык,gpt-4o-mini,morphology,medium,3,1,False,False,2
gen_ablative_баатыр,gpt-4o-mini,morphology,medium,1,3,False,False,4
gen_ablative_дин,gpt-4o-mini,morphology,medium,3,3,True,False,4
gen_poss_2sg_түп,gpt-4o-mini,morphology,hard,2,2,True,False,3
gen_poss_3sg_буу,gpt-4o-mini,morphology,hard,3,3,True,False,4
gen_poss_1sg_коон,gpt-4o-mini,morphology,hard,2,2,True,False,3
gen_poss_3sg_буудай,gpt-4o-mini,morphology,hard,2,2,True,False,3
gen_dative_тейлөө,gpt-4o-mini,morphology,medium,3,2,False,False,3
gen_genitive_мир,gpt-4o-mini,morphology,medium,1,3,False,False,4
gen_dative_дем,gpt-4o-mini,morphology,medium,0,3,False,False,4
gen_locative_жоктук,gpt-4o-mini,morphology,medium,1,0,False,False,1
gen_poss_2sg_айыл,gpt-4o-mini,morphology,hard,3,0,False,False,1
gen_poss_3sg_керектөө,gpt-4o-mini,morphology,hard,0,3,False,False,4
gen_ablative_курултай,gpt-4o-mini,morphology,medium,0,3,False,False,4
gen_locative_мелдеш,gpt-4o-mini,morphology,medium,2,2,True,False,3
gen_dative_кооп,gpt-4o-mini,morphology,medium,0,1,False,False,2
gen_poss_3sg_эмир,gpt-4o-mini,morphology,hard,0,0,True,False,1
gen_ablative_өкүл,gpt-4o-mini,morphology,medium,0,3,False,False,4
gen_locative_улут,gpt-4o-mini,morphology,medium,1,1,True,False,2
gen_ablative_бөлүк,gpt-4o-mini,morphology,medium,2,2,True,False,3
gen_plural_мүйүз,gpt-4o-mini,vowel_harmony,easy,3,2,False,False,3
gen_dative_ыктыяр,gpt-4o-mini,morphology,medium,1,1,True,False,2
gen_genitive_үйүр,gpt-4o-mini,morphology,medium,1,1,True,False,2
gen_locative_мал,gpt-4o-mini,morphology,medium,3,3,True,False,4
gen_ablative_мал,gpt-4o-mini,morphology,medium,0,0,True,False,1
gen_ablative_тукум,gpt-4o-mini,morphology,medium,3,2,False,False,3
gen_ablative_салык,gpt-4o-mini,morphology,medium,0,0,True,False,1
gen_ablative_добуш,gpt-4o-mini,morphology,medium,0,3,False,False,4
gen_dative_бай,gpt-4o-mini,morphology,medium,2,2,True,False,3
gen_plural_аял,gpt-4o-mini,vowel_harmony,easy,1,1,True,False,2
gen_dative_той,gpt-4o-mini,morphology,medium,1,1,True,False,2
gen_locative_долбоор,gpt-4o-mini,morphology,medium,3,3,True,False,4
gen_genitive_кабар,gpt-4o-mini,morphology,medium,2,2,True,False,3
gen_plural_апа,gpt-4o-mini,vowel_harmony,easy,3,3,True,False,4
gen_poss_3sg_куурай,gpt-4o-mini,morphology,hard,0,0,True,False,1
gen_ablative_насыя,gpt-4o-mini,morphology,medium,2,2,True,False,3
gen_poss_3sg_соода,gpt-4o-mini,morphology,hard,2,2,True,False,3
gen_poss_2sg_дос,gpt-4o-mini,morphology,hard,0,0,True,False,1
gen_poss_2sg_текче,gpt-4o-mini,morphology,hard,3,3,True,False,4
gen_genitive_чет,gpt-4o-mini,morphology,medium,2,2,True,False,3
gen_poss_3sg_кудай,gpt-4o-mini,morphology,hard,3,3,True,False,4
gen_poss_1sg_медресе,gpt-4o-mini,morphology,hard,0,0,True,False,1
gen_dative_бой,gpt-4o-mini,morphology,medium,3,2,False,False,3
gen_plural_дүң,gpt-4o-mini,vowel_harmony,easy,1,3,False,False,4
gen_poss_1sg_жубай,gpt-4o-mini,morphology,hard,1,1,True,False,2
gen_accusative_кар,gpt-4o-mini,morphology,medium,3,3,True,False,4
gen_genitive_отун,gpt-4o-mini,morphology,medium,2,2,True,False,3
gen_accusative_кудай,gpt-4o-mini,morphology,medium,2,2,True,False,3
gen_genitive_ишеним,gpt-4o-mini,morphology,medium,1,3,False,False,4
gen_plural_шайлоочу,gpt-4o-mini,vowel_harmony,easy,2,2,True,False,3
gen_ablative_былтыр,gpt-4o-mini,morphology,medium,3,1,False,False,2
gen_poss_2sg_катчы,gpt-4o-mini,morphology,hard,2,2,True,False,3
gen_poss_3sg_добуш,gpt-4o-mini,morphology,hard,3,3,True,False,4
gen_poss_2sg_дем,gpt-4o-mini,morphology,hard,1,1,True,False,2
gen_poss_2sg_коркунуч,gpt-4o-mini,morphology,hard,2,0,False,False,1
gen_poss_3sg_илим,gpt-4o-mini,morphology,hard,2,2,True,False,3
gen_poss_2sg_ата,gpt-4o-mini,morphology,hard,2,2,True,False,3
gen_poss_1sg_ини,gpt-4o-mini,morphology,hard,1,1,True,False,2
gen_ablative_ишкер,gpt-4o-mini,morphology,medium,2,2,True,False,3
gen_poss_3sg_бөлмө,gpt-4o-mini,morphology,hard,0,0,True,False,1
gen_ablative_боор,gpt-4o-mini,morphology,medium,3,0,False,False,1
gen_poss_2sg_сөөк,gpt-4o-mini,morphology,hard,0,1,False,False,2
gen_locative_үйүр,gpt-4o-mini,morphology,medium,0,0,True,False,1
gen_genitive_тутум,gpt-4o-mini,morphology,medium,2,2,True,False,3
gen_genitive_өрүк,gpt-4o-mini,morphology,medium,0,3,False,False,4
gen_ablative_текче,gpt-4o-mini,morphology,medium,1,1,True,False,2
gen_locative_бүгүн,gpt-4o-mini,morphology,medium,3,3,True,False,4
gen_poss_2sg_мүчө,gpt-4o-mini,morphology,hard,2,2,True,False,3
gen_genitive_билим,gpt-4o-mini,morphology,medium,1,3,False,False,4
gen_poss_1sg_жума,gpt-4o-mini,morphology,hard,0,3,False,False,4
gen_plural_кайык,gpt-4o-mini,vowel_harmony,easy,2,2,True,False,3
gen_poss_2sg_бороон,gpt-4o-mini,morphology,hard,3,0,False,False,1
gen_poss_2sg_киреше,gpt-4o-mini,morphology,hard,3,3,True,False,4
gen_poss_1sg_эсе,gpt-4o-mini,morphology,hard,0,3,False,False,4
gen_plural_борбор,gpt-4o-mini,vowel_harmony,easy,0,1,False,False,2
gen_plural_мөөнөт,gpt-4o-mini,vowel_harmony,easy,0,3,False,False,4
gen_genitive_айыл,gpt-4o-mini,morphology,medium,1,1,True,False,2
gen_accusative_жүргүнчү,gpt-4o-mini,morphology,medium,1,3,False,False,4
gen_accusative_сөз,gpt-4o-mini,morphology,medium,0,3,False,False,4
gen_ablative_талап,gpt-4o-mini,morphology,medium,3,3,True,False,4
gen_ablative_баш,gpt-4o-mini,morphology,medium,1,1,True,False,2
gen_poss_2sg_үлгү,gpt-4o-mini,morphology,hard,0,0,True,False,1
gen_dative_өлкө,gpt-4o-mini,morphology,medium,2,2,True,False,3
gen_ablative_колдонмо,gpt-4o-mini,morphology,medium,1,0,False,False,1
gen_poss_3sg_базар,gpt-4o-mini,morphology,hard,0,0,True,False,1
gen_ablative_суу,gpt-4o-mini,morphology,medium,0,0,True,False,1
gen_poss_1sg_чет,gpt-4o-mini,morphology,hard,3,2,False,False,3
gen_genitive_шайлоо,gpt-4o-mini,morphology,medium,0,0,True,False,1
gen_dative_келечек,gpt-4o-mini,morphology,medium,1,1,True,False,2
gen_plural_керектөө,gpt-4o-mini,vowel_harmony,easy,0,0,True,False,1
gen_genitive_кызык,gpt-4o-mini,morphology,medium,2,2,True,False,3
gen_genitive_тоо,gpt-4o-mini,morphology,medium,3,3,True,False,4
gen_poss_2sg_күнөөкөр,gpt-4o-mini,morphology,hard,2,1,False,False,2
gen_locative_тутум,gpt-4o-mini,morphology,medium,1,1,True,False,2
gen_poss_1sg_мекеме,gpt-4o-mini,morphology,hard,3,3,True,False,4
gen_genitive_калк,gpt-4o-mini,morphology,medium,0,0,True,False,1
gen_genitive_кире,gpt-4o-mini,morphology,medium,0,3,False,False,4
gen_poss_1sg_мөмө,gpt-4o-mini,morphology,hard,3,3,True,False,4
gen_poss_1sg_күйөө,gpt-4o-mini,morphology,hard,2,2,True,False,3
gen_accusative_эреже,gpt-4o-mini,morphology,medium,2,2,True,False,3
gen_accusative_өнөр,gpt-4o-mini,morphology,medium,0,3,False,False,4
gen_poss_3sg_мелдеш,gpt-4o-mini,morphology,hard,2,2,True,False,3
gen_accusative_сүт,gpt-4o-mini,morphology,medium,0,0,True,False,1
gen_genitive_себеп,gpt-4o-mini,morphology,medium,0,3,False,False,4
gen_poss_3sg_кол,gpt-4o-mini,morphology,hard,3,0,False,False,1
gen_dative_киши,gpt-4o-mini,morphology,medium,3,3,True,False,4
gen_genitive_күмүш,gpt-4o-mini,morphology,medium,3,2,False,False,3
gen_dative_бет,gpt-4o-mini,morphology,medium,0,0,True,False,1
gen_dative_калк,gpt-4o-mini,morphology,medium,1,1,True,False,2
gen_locative_эсе,gpt-4o-mini,morphology,medium,2,2,True,False,3
gen_dative_шайлоочу,gpt-4o-mini,morphology,medium,0,0,True,False,1
gen_locative_боор,gpt-4o-mini,morphology,medium,2,2,True,False,3
gen_dative_жубай,gpt-4o-mini,morphology,medium,1,1,True,False,2
gen_accusative_топ,gpt-4o-mini,morphology,medium,1,1,True,False,2
gen_poss_2sg_кой,gpt-4o-mini,morphology,hard,1,0,False,False,1
gen_poss_1sg_бала,gpt-4o-mini,morphology,hard,0,0,True,False,1
gen_poss_1sg_курулуш,gpt-4o-mini,morphology,hard,3,3,True,False,4
gen_plural_жер,gpt-4o-mini,vowel_harmony,easy,2,2,True,False,3
gen_poss_2sg_коон,gpt-4o-mini,morphology,hard,3,3,True,False,4
gen_dative_өкмөт,gpt-4o-mini,morphology,medium,0,3,False,False,4
gen_poss_3sg_бурч,gpt-4o-mini,morphology,hard,3,3,True,False,4
gen_poss_2sg_жамгыр,gpt-4o-mini,morphology,hard,0,0,True,False,1
gen_locative_окуя,gpt-4o-mini,morphology,medium,1,1,True,False,2
gen_genitive_жылуулук,gpt-4o-mini,morphology,medium,2,0,False,False,1
gen_poss_1sg_жер,gpt-4o-mini,morphology,hard,0,0,True,False,1
gen_dative_конуш,gpt-4o-mini,morphology,medium,2,0,False,False,1
gen_poss_1sg_айып,gpt-4o-mini,morphology,hard,3,3,True,False,4
gen_genitive_уюм,gpt-4o-mini,morphology,medium,3,2,False,False,3
gen_poss_1sg_таш,gpt-4o-mini,morphology,hard,1,1,True,False,2
